id,title,publish_date,source_country,sentiment
84897246,"A global recession may be looming, but there is a way out of this rut",2023-01-04 15:35:12,GB,-0.138
86186844,More strikes expected despite crisis talks between unions and ministers,2023-01-09 18:41:04,GB,-0.107
105704530,Cash strapped Lebanon splashes out on new airport terminal,2023-03-23 15:29:23,gb,-0.408
100439082,Brazil's 4Q22 GDP contraction signals challenge for Lula,2023-03-02 17:37:29,gb,-0.114
71797070,'Significant progress' in its Greencastle National Training College development project.,2022-11-22 18:33:37,GB,-0.045
86436492,"Changes at companies including JUMP, Advantex, NEAA and RHA",2023-01-10 16:30:04,GB,0.352
88008952,Fusion power: how close are we? | FT Film,2023-01-16 09:01:06,GB,0.407
101344630,Councillors welcome £74k investment for Macduff Harbour,2023-03-06 12:04:00,gb,0.433
104911714,"Top paying jobs you can get without a university degree - and one pays £90,000",2023-03-20 16:45:18,gb,0.291
85341148,No one wants passengers and taxpayers to know how generous rail pensions really are,2023-01-06 10:35:40,GB,-0.267
96204612,Ross County chairman sells energy firm to US private equity player,2023-02-15 07:00:47,GB,0.258
85454972,MPs warn of risk posed by Chinese North Sea investments,2023-01-06 19:14:39,GB,-0.015
88735728,‘Huge concern’ as NHS faces biggest walkout of nurses and ambulance staff in its history,2023-01-18 21:43:35,GB,0.024
67101038,Circular economy roadmap essential for food and drink producers - Cat Hay,2022-11-08 08:19:00,GB,0.172
101327492,UK construction rebounds to nine-month high as recession fears ease,2023-03-06 11:30:29,gb,-0.157
75007786,Stagecoach responds after latest bus fire in &#8216;alarming&#8217; series of Tayside and Fife incidents,2022-12-02 06:30:47,GB,-0.233
67209366,Jobs fair hopes to plug Ireland's construction skills shortage - The Irish World,2022-11-08 15:36:42,GB,0.225
107327434,Scottish economy expected to return to growth in 2024,2023-03-29 13:15:37,gb,0.358
80986754,Hardies appoints new north division managing partner,2022-12-22 07:32:02,GB,0.302
70152402,Opening of new Inverness primary school delayed ­— again,2022-11-17 15:06:00,GB,-0.121
79277304,Hundreds of hospital appointments postponed as nurses take part in strike,2022-12-15 20:56:04,GB,-0.239
103880750,Daniel Greenberg: Who is Westminster sleaze buster? - The Jewish Chronicle,2023-03-16 14:09:35,gb,-0.353
74896130,France's Emmanuel Macron joins the Bidens for a White House state dinner,2022-12-01 20:18:16,GB,0.276
105527062,Kate Forbes vows to scrap SNP government&#8217;s proposals for fishing bans,2023-03-23 01:01:00,gb,-0.029
96939250,Bao Fan: One of China&#x27;s most high-profile billionaire bankers reported missing,2023-02-17 16:56:00,GB,-0.441
92726048,£2 million modular village at Inverness Campus plots expected to be ready by summer,2023-02-02 18:13:00,GB,0.432
83894992,New Israeli government vows to develop West Bank tourism,2023-01-01 15:43:03,GB,0.15
97875764,GeoPura gets £36m investment from group led by GM Ventures,2023-02-21 10:50:00,GB,0.134
80664282,MARKET REPORT: Lack of festive cheer on High St as retail suffers,2022-12-21 03:01:00,GB,-0.159
88078464,Sturgeon calls for ‘compromise on both sides’ to end teachers’ pay dispute,2023-01-16 14:39:05,GB,-0.225
78928508,Scottish trade mission sinks its teeth into deals in Barbados,2022-12-14 16:36:07,GB,0.22
102352936,What it feels like to be shot in the chest by a bullet from AK-47: Lance Sergeant BOB GILES,2023-03-11 00:06:31,gb,-0.484
102988068,The Cuban Collapse – a photo essay,2023-03-13 08:00:11,gb,-0.26
73950546,Aberdeen firm lands work on Scotland's largest offshore wind farm that can power 1.6 million homes,2022-11-29 05:55:00,GB,0.004
88209402,Anti-strike legislation passes first test but wave of industrial action rolls on,2023-01-17 01:23:05,GB,-0.193
79953232,A spring of discontent: Unions warn of months more of strikes as talks falter,2022-12-18 10:08:58,GB,0.122
65932518,'Slow day:' Guard emails don't match Noem border 'war' talk,2022-11-04 18:55:56,GB,-0.016
103358560,Spring budget: The seven key points we can expect,2023-03-14 23:40:16,gb,-0.459
84725696,Dundee property firm looking to make &#8216;giant strides&#8217; in Tayside,2023-01-04 06:55:48,GB,0.267
105376576,"On World Water Day, spare a thought for the Middle East",2023-03-22 11:00:52,gb,-0.009
106815048,Trusted manager admits stealing thousands from Sibbald Training,2023-03-27 17:52:57,gb,-0.089
92118494,Elgin dealership joins Cat machinery network,2023-01-31 13:30:00,GB,0.518
93015900,"UK steel industry on brink of 'irreversible decline', MPs warn Rishi Sunak",2023-02-03 17:00:00,GB,0.094
107119808,Humza Yousaf elected SNP leader and prospective First Minister,2023-03-28 20:25:39,gb,0.296
88489106,Thousands of nurses go on strike across England,2023-01-18 01:01:09,GB,-0.334
74512594,Mayors demand minister steps in to fix ‘mess’ blighting northern railways,2022-11-30 21:39:37,GB,-0.492
93958260,Legal eagle Lisa Law joins Ledingham Chalmers Inverness team as partner,2023-02-07 07:00:39,GB,0.356
95787624,Taskforce says action is needed on co-design for a successful Scottish agricultural policy,2023-02-13 18:32:00,GB,0.134
102144674,Senior officer considered &#8211; and discounted &#8211; terrorism link to Sheku Bayoh death,2023-03-10 06:00:27,gb,-0.008
92245458,Why Help to Buy was a disaster for first-time buyers,2023-01-31 19:47:21,GB,-0.042
89181994,"This is an era of plentiful, cheap, renewable energy, but the fossil fuel dinosaurs can’t admit it",2023-01-20 07:00:30,GB,-0.096
97651824,The sanctions war against Russia: a year of playing cat and mouse,2023-02-20 06:00:28,GB,-0.176
67599114,Greek workers stage second 24-hour strike this year over cost of living,2022-11-09 17:17:28,GB,0.014
74169458,Qatar official says ‘400-500’ migrant workers died on World Cup projects,2022-11-29 14:07:00,GB,-0.36
92034624,Jamie Kelman: ScotWind marks new chapter in Aberdeen’s energy story,2023-01-31 07:00:51,GB,0.402
65146620,To criticise or not to criticise – are women’s football pundits too nice?,2022-11-02 13:00:02,GB,0.327
91895378,"Thanks to 3D Printing Pioneers Like Immensa, Dubai Is Building the World’s First Printed Mosque",2023-01-30 11:42:15,GB,0.115
80585270,Biodiversity: one way to help countries stick to their commitments to restore nature,2022-12-20 17:26:21,GB,0.057
89245418,Year-on-year drop in Moray benefits claims for December,2023-01-20 17:00:00,GB,0.356
66703016,Getting It Right: A National Care Service for Scotland,2022-11-07 01:01:00,GB,-0.184
80200990,UK billionaire numbers rise by 20% since pandemic as cost of living crisis deepens,2022-12-19 11:07:59,GB,-0.074
75491670,Tory donor’s demolition firm named as part of a £150million corruption plot,2022-12-03 19:38:45,GB,-0.023
67549250,Council ‘apologises unreservedly for ways in which it failed Grenfell residents’,2022-11-09 16:36:29,GB,-0.382
84744682,More rail strike disruption as new TUC boss calls for urgent meeting with PM,2023-01-04 09:33:16,GB,-0.246
87453568,"Ambulance strike: Workers feel betrayed by government, union writes",2023-01-14 03:28:04,GB,-0.513
98715736,"Changes at Newcastle Building Society, FW Capital and DPP Planning",2023-02-24 10:09:49,GB,0.319
102682322,Jeremy Hunt’s budget to announce £20bn funding to cut carbon emissions,2023-03-10 23:30:03,gb,-0.13
76176560,New space engineering and operations hub for Prestwick,2022-12-06 01:01:00,GB,0.05
88775080,Nursing strike enters second day as health leaders prepare for biggest walkout,2023-01-19 01:01:43,GB,-0.021
67855112,New panel promises action on tourism and climate change,2022-11-10 13:32:36,GB,0.17
79658370,FIFA disbanded human rights board and did not replace it with independent advisers,2022-12-17 05:33:00,GB,-0.101
91542854,Distillery to open its doors for the first time 125 years,2023-01-29 09:00:00,GB,0.419
65237152,The potential contenders to become the most powerful person in Welsh rugby after Rob Butcher's exit,2022-11-02 19:38:53,GB,0.099
94248166,Isle of Harris distillery boss warns of ad ban impact,2023-02-08 07:07:46,GB,-0.034
65822788,"Construction activity continues to pick up, but outlook remains grim",2022-11-04 12:07:34,GB,-0.329
101310566,iwoca report on ONS data highlights Transport &amp; Storage,2023-03-06 09:45:31,gb,0.065
96596658,Scotland industry: Major milestone for 'flagship' manufacturing HQ,2023-02-16 15:25:39,GB,0.204
78148318,UK economy shrinks between August and October,2022-12-12 08:54:14,GB,-0.149
102221956,Amte powers up battery plant with Thurso expansion,2023-03-10 12:45:20,gb,-0.062
67777128,Freezing rents will only make the situation worse – David Alexander,2022-11-10 08:35:02,GB,-0.01
92026348,Rees-Mogg warns of potential legal challenges as Strikes Bill clears the Commons,2023-01-31 06:31:45,GB,-0.438
76284854,Rebound in construction sector slows to a trickle in worst month since August,2022-12-06 11:51:38,GB,-0.311
75926204,Cammach Bryant MD takes on new role at Roy MacGregor&#8217;s GEG Capital Group,2022-12-05 07:00:38,GB,0.753
88343140,"Brexit has created shortage of 330,000 workers in UK, say economists",2023-01-17 13:03:35,GB,0.114
76085394,Data reveals Scots construction fatalities 33% more likely than rest of UK,2022-12-05 16:58:57,GB,-0.296
73810336,A hundred UK companies switch to four-day working week with no pay cut,2022-11-28 19:26:32,GB,-0.269
93800604,Largest strike in NHS history will cause ‘huge disruption’,2023-02-06 18:23:51,GB,-0.322
67594114,Council ‘apologises unreservedly for ways in which it failed Grenfell residents’,2022-11-09 19:22:04,GB,-0.341
75242204,Utility recommends natural gas plant despite objections,2022-12-02 22:38:35,GB,-0.032
108451108,A tale of two cities: the struggle for a Black history of Manchester,2023-04-02 15:46:38,gb,0.302
84777856,Skills Support for the Workforce Programme ends in March,2023-01-04 12:20:16,GB,0.061
76043476,Reward an apprentice for their hard work with the North West Apprenticeship Awards,2022-12-05 16:29:36,GB,0.187
68267664,Climate change: Greenwashing by business and politicians is driving us further down the highway to hell – Stephen Jardine,2022-11-11 17:45:00,GB,-0.013
104855768,Scarred for life: the Himalayan towns sinking into oblivion,2023-03-20 08:00:03,gb,-0.162
76965682,Adapted homes waiting list to be slashed by ‘transformational’ Dundee development,2022-12-08 11:56:02,GB,0.452
81371820,"Readers&#8217; letters: Aberdeen Parking permits, warming up with Scottish soups and the &#8216;kings&#8217; of shinty",2022-12-23 18:00:34,GB,-0.599
90582552,Energy transition presents Scotland's 'most significant' challenges and opportunities,2023-01-25 17:31:13,GB,0.228
107019044,Malting expansion boost in Highland capital,2023-03-28 12:39:24,gb,0.265
68180444,"Teacher strike in Scotland could be prevented if 'additional funding' is found, claims SNP minister",2022-11-11 12:15:03,GB,0.086
100113038,Chinese banks try to revive housing market with mortgages for 95-year-olds,2023-03-01 13:59:28,GB,-0.301
88836788,Peterhead man who was throttling partner had to be dragged off her by police,2023-01-19 07:00:02,GB,-0.111
69847544,"Harland and Wolff to help build three Royal Navy ships, bringing NI jobs boost",2022-11-16 15:28:12,GB,0.477
94072962,"Reform Government apprenticeship scheme - or risk missing out on the best talent, businesses say",2023-02-07 16:11:46,GB,-0.154
75135788,Life sciences: BioHub focal point for fruition,2022-12-02 15:34:34,GB,0.691
104287080,VIDEO: London St Patrick's Day Parade - The Irish World,2023-03-17 13:41:56,gb,0.255
70412838,Influential Scottish business body hails milestone with all-woman senior leadership team,2022-11-18 10:06:29,GB,0.396
94605586,"Andy Burnham: Tinkering with names isn’t enough, Whitehall must devolve power",2023-02-09 13:06:12,GB,-0.045
88971556,Five big challenges for Lula's presidency of Brazil,2023-01-19 15:50:22,GB,-0.139
101325728,UK construction rebounds to nine-month high as recession fears ease,2023-03-06 11:30:29,gb,-0.153
107028560,Let's build upon achievements of Scottish Apprenticeship Awards,2023-03-28 13:21:59,gb,0.539
74394112,"As transgender employees become more common, here's how workplaces can welcome diversity",2022-11-30 12:28:03,GB,-0.005
67868124,Temporary closures announced for main avenue at Inverness Campus,2022-11-10 13:51:00,GB,-0.017
96577988,Northumberland firm Merit revenue up by 44&#37; to more than £60million,2023-02-16 14:20:50,GB,0.318
73449334,"Public sector pay rises cannot match inflation, says transport secretary",2022-11-27 12:33:48,GB,-0.16
65442954,Finn Thomson unveils his first whiskies,2022-11-03 08:17:35,GB,0.126
101386004,SNP leadership latest: Humza Yousaf&#8217;s pitch to invest in the Highlands and Islands,2023-03-06 18:00:00,gb,0.167
94876926,University staff and ambulance workers stage fresh strikes in pay dispute,2023-02-10 10:48:48,GB,-0.369
107310408,New career services review lets us face the future with confidence,2023-03-29 11:26:21,gb,0.451
76580504,North-East environmental tech firm appoints first Technical Industry Consultant,2022-12-07 08:52:38,GB,0.264
97891312,Five big Brexit promises – and what we got instead,2023-02-21 12:03:20,GB,-0.257
84665610,New TUC boss calls for urgent meeting with Prime Minister,2023-01-04 01:01:24,GB,-0.269
73336292,Construction &#8216;accord&#8217; to transform and modernise the sector in Scotland,2022-11-27 07:00:37,GB,0.604
84768582,"North East changes at companies including Tier One, CTS and Lloyds",2023-01-04 11:37:20,GB,0.354
88489086,"Strike action and winter pressures leave NHS in ‘vicious cycle’, leader warns",2023-01-18 01:12:05,GB,-0.246
65864574,Germany debates climate protests amid warning on 2030 goal,2022-11-04 14:52:29,GB,-0.058
94687208,Nicola Sturgeon’s tax returns make Westminster pensions look downright stingy,2023-02-09 17:03:03,GB,-0.062
87758156,'Going to the barbers as an LGBTQ+ person means hiding my identity',2023-01-15 09:00:00,GB,-0.214
101941562,Brexit U-turn: Builders to get special immigration status to tackle construction industry crisis,2023-03-09 11:10:49,gb,0.034
78168590,Northern Ireland health workers stage 24-hour strike over pay and conditions,2022-12-12 10:43:00,GB,0.124
105068618,£100m boost for major hydro scheme in Great Glen,2023-03-21 07:30:00,gb,0.013
107291200,Middlesbrough College Bricklaying Diploma has six female students,2023-03-29 10:06:49,gb,0.18
100153902,Why the PM was right to recognise that Britain’s future is digital,2023-03-01 17:21:53,GB,0.617
101697146,‘I&#39;m a mortgage expert – buy-to-let is dead and buried’,2023-03-08 07:30:00,gb,0.007
85515268,Are tech job cuts a warning for the wider economy?,2023-01-07 00:59:19,GB,0.175
69875650,Unionists welcome £1.6bn Harland and Wolff contract to build three Royal Navy ships,2022-11-16 16:56:46,GB,0.044
87855672,Sunak urged to accept rebel MPs’ amendment to boost online safety for children,2023-01-15 18:32:07,GB,-0.156
91025626,Scottish shipyards need ‘greater clarity’ over future military orders,2023-01-27 08:06:06,GB,0.055
92543376,Can Sri Lanka trade its way back to prosperity?,2023-02-02 01:13:20,GB,-0.19
91045766,"Applebridge in Middlesbrough gets £400,000 from growth fund",2023-01-27 10:00:00,GB,0.094
102717768,Britain Remade message to Jeremy Hunt on factory tax,2023-03-12 10:56:31,gb,0.165
73709788,Travelodge cheers record quarter and upbeat over outlook despite cost crisis,2022-11-28 12:57:32,GB,0.118
79842688,"The US touts support for biodiversity – but at Cop15, it remains on the sidelines",2022-12-17 21:15:37,GB,0.164
79576186,`Kharkiv left without power after Russian air strikes,2022-12-16 22:49:54,GB,-0.115
71311040,Edinburgh company Bernard Hunter celebrates 75th anniversary of business with time capsule,2022-11-21 05:45:00,GB,0.38
85124922,Government pressing ahead with ‘minimum safety levels’ legislation,2023-01-05 18:31:00,GB,0.155
86149300,Strikes set to go ahead after ‘insulting’ talks with Health Secretary,2023-01-09 15:28:15,GB,-0.381
89943856,Sunak accused of ‘abdication of leadership’ during NHS pay dispute,2023-01-23 11:22:07,GB,-0.294
92954100,"Still a ‘long way to go’ to control inflation, BoE governor warns; service sector hit by strikes and worker shortages – business live",2023-02-03 11:54:37,GB,-0.046
102751838,MSP calls for Westminster to launch Rural Visa Pilot scheme,2023-03-12 15:10:00,gb,-0.344
83607454,Power failures amplify calls for utility to rethink gas,2022-12-31 17:10:18,GB,-0.039
101671656,From poster child to worst performing EU economy: how bad housing policy broke Sweden,2023-03-07 13:13:11,gb,-0.159
102957748,Floating offshore wind farm approved off Welsh coast,2023-03-13 12:05:40,gb,0.181
86044908,Ace Winches sets sights on global growth after &#8216;strong&#8217; results,2023-01-09 07:00:40,GB,0.309
